C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_116.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_116.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_116.jpg,0,0.01075726,0,7.894671
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_186.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_186.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_186.jpg,0,0,0,7.829208
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_253.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_253.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_253.jpg,0,0,0,7.779876
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_320.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_320.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_320.jpg,0,0,0,7.730857
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_390.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_390.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_390.jpg,0,0,0,7.665987
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_458.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_458.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_458.jpg,-0.15,0.0142407,0,7.61561
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_529.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_529.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_529.jpg,-0.35,0.2532945,0,7.667394
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_598.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_598.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_598.jpg,-0.5000001,0.4333653,0,7.846344
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_667.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_667.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_667.jpg,-0.7,0.6681192,0,8.266232
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_736.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_736.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_736.jpg,-0.8500001,0.8464695,0,8.711762
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_806.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_806.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_806.jpg,-1,1,0,9.451784
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_875.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_875.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_875.jpg,-1,1,0,10.06392
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_08_946.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_08_946.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_08_946.jpg,-1,1,0,10.8971
C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\center_2020_07_19_21_46_09_014.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\left_2020_07_19_21_46_09_014.jpg,C:\Users\Joon\Projects\opencv\term1-simulator-windows\IMG\right_2020_07_19_21_46_09_014.jpg,0,1,0,11.408
